feature	score	p-value	#I-out-of-20	#O-out-of-334
,,group_38774	16.7	4.37809984773e-05	1.0	0.0
,,group_21207	16.7	4.37809984773e-05	1.0	0.0
,,group_14338	16.7	4.37809984773e-05	1.0	0.0
,,group_21012	16.7	4.37809984773e-05	1.0	0.0
,,group_21027	16.7	4.37809984773e-05	1.0	0.0
,,group_38802	16.7	4.37809984773e-05	1.0	0.0
,,group_38806	16.7	4.37809984773e-05	1.0	0.0
,,group_20168	16.7	4.37809984773e-05	1.0	0.0
,,group_32040	16.7	4.37809984773e-05	1.0	0.0
,,group_8031	16.7	4.37809984773e-05	1.0	0.0
,,group_30717	16.7	4.37809984773e-05	1.0	0.0
,,group_20996	16.7	4.37809984773e-05	1.0	0.0
,,group_21191	16.7	4.37809984773e-05	1.0	0.0
,,group_10848	16.7	4.37809984773e-05	1.0	0.0
,,group_38816	16.7	4.37809984773e-05	1.0	0.0
,,group_38797	16.7	4.37809984773e-05	1.0	0.0
,,yjgH_2	16.7	4.37809984773e-05	1.0	0.0
,,group_32011	16.7	4.37809984773e-05	1.0	0.0
,,group_20169	16.7	4.37809984773e-05	1.0	0.0
,,group_8803	16.7	4.37809984773e-05	1.0	0.0
,,group_19067	16.7	4.37809984773e-05	1.0	0.0
,,group_21101	16.7	4.37809984773e-05	1.0	0.0
,,group_38798	16.7	4.37809984773e-05	1.0	0.0
,,group_21186	16.7	4.37809984773e-05	1.0	0.0
,,group_21215	16.7	4.37809984773e-05	1.0	0.0
,,group_21130	16.7	4.37809984773e-05	1.0	0.0
,,group_30722	16.7	4.37809984773e-05	1.0	0.0
,,group_21026	16.7	4.37809984773e-05	1.0	0.0
,,group_21135	16.7	4.37809984773e-05	1.0	0.0
,,group_20987	16.7	4.37809984773e-05	1.0	0.0
,,msrA_4	16.7	4.37809984773e-05	1.0	0.0
,,rlmD_1	16.7	4.37809984773e-05	1.0	0.0
,,group_36101	16.7	4.37809984773e-05	1.0	0.0
,,group_21182	16.7	4.37809984773e-05	1.0	0.0
,,group_38773	16.7	4.37809984773e-05	1.0	0.0
,,group_3302	16.7	4.37809984773e-05	1.0	0.0
,,group_36303	16.7	4.37809984773e-05	1.0	0.0
,,group_38803	16.7	4.37809984773e-05	1.0	0.0
,,group_21106	16.7	4.37809984773e-05	1.0	0.0
,,group_21093	16.7	4.37809984773e-05	1.0	0.0
,,group_21021	16.7	4.37809984773e-05	1.0	0.0
,,group_2587	16.7	4.37809984773e-05	1.0	0.0
,,group_38777	16.7	4.37809984773e-05	1.0	0.0
,,group_21180	16.7	4.37809984773e-05	1.0	0.0
,,group_21015	16.7	4.37809984773e-05	1.0	0.0
,,group_38767	16.7	4.37809984773e-05	1.0	0.0
,,group_30761	16.7	4.37809984773e-05	1.0	0.0
,,group_20172	16.7	4.37809984773e-05	1.0	0.0
,,group_21199	16.7	4.37809984773e-05	1.0	0.0
,,group_32024	16.7	4.37809984773e-05	1.0	0.0
,,group_458	16.7	4.37809984773e-05	1.0	0.0
,,group_21193	16.7	4.37809984773e-05	1.0	0.0
,,group_5628	16.7	4.37809984773e-05	1.0	0.0
,,group_21104	16.7	4.37809984773e-05	1.0	0.0
,,group_18113	16.7	4.37809984773e-05	1.0	0.0
,,group_30794	16.7	4.37809984773e-05	1.0	0.0
,,group_20989	16.7	4.37809984773e-05	1.0	0.0
,,group_30787	16.7	4.37809984773e-05	1.0	0.0
,,group_9184	16.7	4.37809984773e-05	1.0	0.0
,,group_32017	16.7	4.37809984773e-05	1.0	0.0
,,group_13500	16.7	4.37809984773e-05	1.0	0.0
,,group_36568	16.7	4.37809984773e-05	1.0	0.0
