feature	score	p-value	#I-out-of-20	#O-out-of-406
,,group_35639	27.8573399015	1.3059769201e-07	4.0	6.0
,,group_35631	27.8573399015	1.3059769201e-07	4.0	6.0
,,group_35649	27.8573399015	1.3059769201e-07	4.0	6.0
,,group_35640	27.8573399015	1.3059769201e-07	4.0	6.0
,,group_35646	27.8573399015	1.3059769201e-07	4.0	6.0
,,group_19073	27.8573399015	1.3059769201e-07	4.0	6.0
,,group_35661	27.8573399015	1.3059769201e-07	4.0	6.0
,,group_35630	27.8573399015	1.3059769201e-07	4.0	6.0
,,group_35644	27.8573399015	1.3059769201e-07	4.0	6.0
,,group_18973	27.8573399015	1.3059769201e-07	4.0	6.0
,,group_35650	27.8573399015	1.3059769201e-07	4.0	6.0
,,group_35656	27.8573399015	1.3059769201e-07	4.0	6.0
,,group_35652	27.8573399015	1.3059769201e-07	4.0	6.0
,,group_35634	27.8573399015	1.3059769201e-07	4.0	6.0
,,group_34824	27.8573399015	1.3059769201e-07	4.0	6.0
,,group_35636	27.8573399015	1.3059769201e-07	4.0	6.0
,,group_19072	27.8573399015	1.3059769201e-07	4.0	6.0
,,group_34825	27.8573399015	1.3059769201e-07	4.0	6.0
,,group_35658	27.8573399015	1.3059769201e-07	4.0	6.0
,,group_35662	27.8573399015	1.3059769201e-07	4.0	6.0
,,group_35659	27.8573399015	1.3059769201e-07	4.0	6.0
,,group_35655	27.8573399015	1.3059769201e-07	4.0	6.0
,,group_35642	27.8573399015	1.3059769201e-07	4.0	6.0
,,group_35641	27.8573399015	1.3059769201e-07	4.0	6.0
,,group_35651	27.8573399015	1.3059769201e-07	4.0	6.0
,,group_35645	27.8573399015	1.3059769201e-07	4.0	6.0
,,group_19115	27.8573399015	1.3059769201e-07	4.0	6.0
,,group_35608	27.8573399015	1.3059769201e-07	4.0	6.0
,,group_35635	27.8573399015	1.3059769201e-07	4.0	6.0
,,group_35654	27.8573399015	1.3059769201e-07	4.0	6.0
,,group_35648	27.8573399015	1.3059769201e-07	4.0	6.0
,,group_35653	27.8573399015	1.3059769201e-07	4.0	6.0
,,group_35660	27.8573399015	1.3059769201e-07	4.0	6.0
,,group_35637	27.8573399015	1.3059769201e-07	4.0	6.0
,,group_35643	27.8573399015	1.3059769201e-07	4.0	6.0
,,group_21140	27.5238916256	1.55165849643e-07	3.0	3.0
,,group_32165	27.5238916256	1.55165849643e-07	3.0	3.0
,,group_403	27.4950738916	1.5749514438e-07	5.0	10.0
,,group_4188	25.7497536946	3.88676616219e-07	2.0	1.0
,,group_38371	25.7497536946	3.88676616219e-07	2.0	1.0
,,group_38363	25.7497536946	3.88676616219e-07	2.0	1.0
,,group_19255	25.7497536946	3.88676616219e-07	2.0	1.0
,,group_30716	25.7497536946	3.88676616219e-07	2.0	1.0
,,group_4733	25.7497536946	3.88676616219e-07	2.0	1.0
,,group_38366	25.7497536946	3.88676616219e-07	2.0	1.0
,,group_38372	25.7497536946	3.88676616219e-07	2.0	1.0
,,group_21054	25.7497536946	3.88676616219e-07	2.0	1.0
,,group_38368	25.7497536946	3.88676616219e-07	2.0	1.0
,,group_38369	25.7497536946	3.88676616219e-07	2.0	1.0
,,group_38367	25.7497536946	3.88676616219e-07	2.0	1.0
,,group_38364	25.7497536946	3.88676616219e-07	2.0	1.0
,,group_38365	25.7497536946	3.88676616219e-07	2.0	1.0
,,group_38370	25.7497536946	3.88676616219e-07	2.0	1.0
,,group_10106	25.2162869458	5.12475854689e-07	5.0	11.0
,,group_4891	25.2162869458	5.12475854689e-07	5.0	11.0
,,group_11124	24.7172413793	6.63876193956e-07	8.0	28.0
